CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,22,22,60,14.85,57.80,39.55,65,52.60,59.45,65,"25,550.00","1,690",947.85,"1,382.50","1,755",-,-,-,-,-,-,
,239,192,576,14.83,51.60,6.55,65,48.15,64.60,65,"25,600.00","1,690",991.40,"1,470.55","1,690",-,-,-,-,-,-,
,24,24,40,14.71,44.95,29.85,65,42.15,45.30,65,"25,650.00",65,"1,037.10","1,433.20",65,-,-,-,-,-,-,
,-,-,-,-,-,-,65,32.25,54.95,65,"25,700.00",65,"1,072.25","1,505.50",65,-,-,-,-,-,-,
,-,-,-,-,-,-,910,25.70,54.80,65,"25,750.00","1,690","1,114.75","1,556.50","1,755",-,-,-,-,-,-,
,96,44,223,14.66,31.35,2.90,260,27.05,36.55,65,"25,800.00","1,690","1,174.95","1,590.65","1,690",-,-,-,-,-,-,
,39,38,83,14.75,28.55,-21.45,130,26.55,32.45,130,"25,850.00","1,690","1,219.70","1,638.55","1,690",-,-,-,-,-,-,
,68,37,170,14.74,25.25,1.65,130,23.60,28.60,65,"25,900.00","1,690","1,255.20","1,707.05",65,-,-,-,-,-,-,
,55,27,94,14.69,22.00,2.55,130,20.50,27.75,130,"25,950.00","1,690","1,314.00","1,735.60",65,-,-,-,-,-,-,
,"1,611",467,"2,699",14.61,18.90,-1.35,65,18.45,19.65,325,"26,000.00","1,690","1,359.35","1,772.90","1,690",-,-,-,-,-,-,
,47,20,97,14.80,17.75,0.45,130,14.15,23.80,130,"26,050.00","1,690","1,406.75","1,838.15","1,690",-,-,-,-,-,-,
,81,7,138,14.97,16.60,-0.20,65,13.55,16.20,325,"26,100.00","1,690","1,452.30","1,903.05","1,690",-,-,-,-,-,-,
,73,-2,79,15.02,14.85,-1.90,130,13.15,18.30,130,"26,150.00","1,690","1,496.40","1,940.80",65,-,-,-,-,-,-,
,24,-,15,15.08,13.35,-1.60,130,11.30,15.20,65,"26,200.00","1,690","1,546.05","2,062.75","1,690",-,-,-,-,-,-,
,179,-6,77,15.10,11.80,-1.60,130,10.50,13.30,130,"26,250.00","1,690","1,595.15","2,107.70","1,690",-,-,-,-,-,-,
,38,9,63,14.97,9.85,-3.45,325,8.85,11.35,65,"26,300.00","1,690","1,642.60","2,179.05","1,690",-,-,-,-,-,-,
,17,4,20,15.23,9.55,-4.50,130,7.90,12.80,130,"26,350.00","1,690","1,687.75","2,227.65","1,690",-,-,-,-,-,-,
,12,7,13,15.28,8.55,-4.40,130,6.55,10.15,130,"26,400.00",65,"1,740.30","2,265.30","1,690",-,-,-,-,-,-,
,5,-9,15,15.13,7.00,-3.00,130,5.85,9.85,130,"26,450.00","1,690","1,785.15","2,322.75","1,690",-,-,-,-,-,-,
,"1,068",970,"1,378",14.90,5.50,-1.85,650,5.25,5.50,"8,580","26,500.00","1,690","1,819.80","2,225.60",65,-,-,-,-,-,-,
,192,126,469,15.44,6.10,-2.40,650,5.15,5.90,650,"26,550.00","1,690","1,868.50","2,445.20","1,690",-,-,-,-,-,-,
