CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"1,166",53,849,46.67,0.40,-0.60,"9,350",0.35,0.40,"37,950",910.00,"5,500",111.80,118.65,"5,500",-,98.85,-,-,-,279,
,251,37,261,46.30,0.30,-0.60,"2,200",0.30,0.40,"40,700",915.00,"2,200",115.40,125.95,"2,200",-,156.00,-,-,-,1,
,"1,104",-185,"1,478",47.84,0.30,-0.45,"47,850",0.25,0.30,"3,850",920.00,550,124.10,127.30,"6,050",6.00,125.00,66.25,3,-1,147,
,315,-298,647,50.46,0.35,-0.35,"2,750",0.25,0.35,550,925.00,"5,500",127.45,142.15,"7,700",14.75,127.50,-,7,-5,25,
,608,-22,727,50.89,0.30,-0.30,"7,150",0.25,0.30,"13,750",930.00,"5,500",131.00,140.50,"5,500",-,129.00,55.91,-,-,204,
,267,74,234,52.38,0.30,-0.30,"4,400",0.20,0.30,"17,600",935.00,-,-,-,-,-,-,-,-,-,-,
,572,-67,600,52.57,0.25,-0.25,"3,300",0.20,0.30,"6,600",940.00,"5,500",141.35,148.70,"5,500",-,137.00,-,-,-,221,
,104,-,62,55.34,0.30,-0.15,550,0.20,0.30,"17,600",945.00,"1,650",144.95,155.75,"1,650",-,180.35,-,-,-,2,
,"3,405",-293,"2,756",53.89,0.20,-0.25,"2,72,800",0.15,0.20,"1,70,500",950.00,550,153.95,160.75,"1,100",-1.35,148.00,-,15,-15,886,
,167,81,115,55.28,0.20,-0.15,"33,550",0.15,0.20,"11,550",955.00,"1,650",154.85,165.45,"1,650",-,210.25,-,-,-,12,
,381,32,345,54.73,0.15,-0.20,"46,750",0.15,0.20,"4,400",960.00,550,163.65,172.45,"1,650",5.25,165.00,81.64,4,-4,121,
,95,57,81,58.02,0.20,-0.20,"15,400",0.15,0.20,"18,150",965.00,"1,650",164.85,175.65,"1,650",-,198.00,-,-,-,3,
,413,95,390,54.82,0.10,-0.15,"9,350",0.15,0.20,"25,850",970.00,"5,500",171.10,179.95,"5,500",-,158.00,-,-,-,41,
,120,49,162,59.98,0.15,-0.05,"5,500",0.10,0.20,"57,750",980.00,"5,500",176.05,192.90,"6,600",1.50,180.00,-,2,-2,56,
,340,-,33,62.54,0.15,-0.05,"15,950",0.10,0.15,"77,000",990.00,"1,100",190.00,200.60,"1,100",-,218.20,-,-,-,2,
,"7,075",348,"3,661",62.24,0.10,-0.15,"5,92,900",0.10,0.15,"3,86,100","1,000.00",550,203.60,207.85,550,4.75,202.00,-,57,12,"2,257",
,142,2,46,67.55,0.15,-0.10,"48,950",0.10,0.15,"12,100","1,010.00","1,100",209.90,220.50,"1,100",-,200.00,-,-,-,9,
,-,-,-,-,-,-,-,-,-,-,"1,020.00",-,-,-,-,-,206.00,-,-,-,12,
,66,6,15,74.80,0.20,-,"35,750",0.05,0.20,"47,850","1,030.00","5,500",229.75,240.25,"5,500",-,215.00,-,-,-,72,
,331,-1,2,71.24,0.05,-0.10,"1,00,100",0.05,0.15,"8,800","1,060.00",-,-,-,-,-,-,-,-,-,-,
