CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,15,3,3,37.51,200.20,9.55,300,163.45,210.90,150,"4,750.00",300,229.50,291.90,300,-,-,-,-,-,-,
,127,9,177,37.47,178.45,7.45,150,170.90,177.15,150,"4,800.00",300,258.15,319.05,450,-,315.00,42.73,-,-,6,
,-,-,-,-,-,-,150,126.05,184.70,300,"4,850.00",750,286.65,349.25,750,-,-,-,-,-,-,
,76,-10,104,37.18,139.05,6.40,150,135.00,138.85,150,"4,900.00",450,318.35,380.75,750,-,394.25,45.73,-,-,6,
,8,8,8,38.75,131.15,110.35,300,96.80,149.90,150,"4,950.00",750,351.30,414.05,150,-,-,-,-,-,-,
,519,-4,442,36.65,105.00,-,150,105.05,108.30,150,"5,000.00",150,385.85,430.00,150,-22.00,425.00,43.76,20,20,53,
,-,-,-,-,-,-,750,77.10,121.40,150,"5,050.00",450,422.65,485.45,600,-,-,-,-,-,-,
,-,-,-,-,-,-,750,67.45,82.85,300,"5,100.00",450,460.35,510.00,150,-,-,-,-,-,-,
,-,-,-,-,-,-,750,59.20,99.10,300,"5,150.00",450,499.25,562.35,450,-,-,-,-,-,-,
,154,59,194,37.40,62.90,0.85,150,59.55,62.40,150,"5,200.00",450,539.35,602.60,450,-,599.00,43.46,-,-,10,
,17,-,1,39.85,64.30,12.30,750,44.35,73.95,150,"5,250.00",450,580.70,644.00,450,-,-,-,-,-,-,
,68,35,52,37.70,47.95,-0.75,150,34.90,49.45,300,"5,300.00",450,622.95,686.35,300,-34.00,665.00,46.92,4,4,10,
,-,-,-,-,-,-,-,-,-,-,"5,600.00",300,915.85,953.90,150,-25.00,925.00,48.69,38,36,59,
