CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,"1,321",-39,"2,827",35.43,5.96,-0.74,"2,925",5.95,6.04,"2,925",280.00,"2,925",5.52,5.60,"35,100",0.26,5.60,39.17,"1,731",12,"1,185",
,266,-36,708,35.37,4.75,-0.83,"2,925",4.69,4.80,"2,925",282.50,"11,700",6.90,7.03,"2,925",0.43,6.92,39.33,364,1,249,
,"1,268",390,"3,598",35.53,3.75,-0.56,"5,850",3.69,3.86,"2,925",285.00,"5,850",8.31,8.53,"2,925",0.48,8.40,39.50,930,130,477,
,189,-17,507,35.64,2.91,-0.61,"5,850",2.84,2.99,"2,925",287.50,"2,925",8.81,11.82,"5,850",-2.08,9.38,35.07,81,37,65,
,"1,378",289,"3,713",35.80,2.23,-0.48,"2,925",2.21,2.27,"2,925",290.00,"2,925",11.74,13.21,"5,850",0.63,11.75,39.44,258,42,651,
,88,13,194,36.02,1.69,-0.39,"2,925",1.63,1.88,"2,925",292.50,"5,850",12.54,14.02,"2,925",-1.91,13.71,40.10,10,-,20,
,516,46,"1,185",36.30,1.27,-0.29,"2,925",1.21,1.28,"2,925",295.00,"2,925",15.70,16.09,"2,925",-2.47,14.89,31.83,102,-,274,
,54,-22,82,35.94,0.89,-0.24,"2,925",0.91,1.00,"2,925",297.50,"2,925",16.80,19.82,"17,550",-,23.13,-,-,-,11,
,"1,495",83,"1,949",36.95,0.70,-0.16,"32,175",0.70,0.72,"5,850",300.00,"2,925",20.17,20.56,"2,925",0.89,20.16,42.50,311,-74,629,
,43,-1,58,37.23,0.51,-0.12,"2,925",0.47,0.61,"2,925",302.50,"5,850",21.37,23.85,"5,850",-,22.60,31.30,-,-,8,
,272,-11,306,37.34,0.36,-0.08,"2,925",0.34,0.37,"5,850",305.00,"2,925",24.65,26.70,"2,925",-0.06,23.94,-,22,-4,29,
,11,-,-,-,0.30,-,"14,625",0.11,0.83,"17,550",307.50,"2,925",26.30,29.10,"8,775",-,27.00,-,-,-,4,
,359,-16,320,38.18,0.19,-0.05,"8,775",0.17,0.21,"11,700",310.00,"2,925",29.48,30.25,"5,850",-2.11,28.29,-,76,-18,279,
,8,-,-,-,0.36,-,"14,625",0.06,0.44,"14,625",312.50,-,-,-,-,-,-,-,-,-,-,
,70,-12,79,36.42,0.06,-0.08,"2,925",0.08,0.15,"2,925",315.00,"2,925",34.14,35.64,"2,925",-3.49,30.01,-,5,3,12,
,949,-30,274,42.28,0.08,-0.02,"1,25,775",0.07,0.10,"29,250",320.00,"2,925",39.28,40.13,"2,925",0.50,38.50,-,32,-5,213,
,46,1,1,42.71,0.04,-0.08,"5,850",0.04,0.08,"2,925",325.00,"2,925",44.00,48.86,"17,550",-10.40,40.55,-,1,-1,5,
,160,1,34,46.60,0.04,-0.01,"5,850",0.02,0.04,"2,925",330.00,"2,925",48.70,50.54,"2,925",-1.16,47.24,-,5,-2,95,
,10,-,1,57.75,0.07,-,"2,10,600",0.01,0.05,"2,925",340.00,"2,925",58.42,61.38,"2,925",-,85.15,-,-,-,5,
,16,-,-,-,0.10,-,"2,10,600",0.01,1.24,"2,925",345.00,-,-,-,-,-,-,-,-,-,-,
,60,-7,7,57.06,0.02,-0.01,"87,750",0.01,0.32,"14,625",350.00,"2,925",68.35,70.91,"2,925",-,70.20,81.43,-,-,10,
,12,-2,2,63.55,0.02,-0.03,-,-,0.02,"14,625",360.00,"2,925",77.45,81.27,"2,925",-,95.90,-,-,-,18,
,14,-,-,-,0.20,-,"5,850",0.01,0.19,"5,850",370.00,-,-,-,-,-,-,-,-,-,-,
