CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,211,-3,4,-,35.00,1.35,"5,000",34.30,35.60,"10,000",260.00,"3,55,000",0.25,0.30,"85,000",-0.15,0.25,49.88,132,2,541,
,74,-,-,-,23.60,-,"5,000",30.35,33.25,"5,000",262.50,"45,000",0.20,0.55,"5,000",-0.10,0.35,49.75,6,-,78,
,148,-,-,-,23.70,-,"10,000",27.90,30.75,"5,000",265.00,"15,000",0.35,0.40,"20,000",-0.15,0.40,47.71,99,-11,238,
,80,-1,1,-,26.85,3.65,"10,000",25.50,28.25,"5,000",267.50,"10,000",0.40,0.50,"5,000",-0.20,0.45,45.46,12,-1,159,
,232,-9,28,-,24.80,0.95,"5,000",24.45,25.70,"10,000",270.00,"40,000",0.50,0.55,"65,000",-0.20,0.55,43.98,358,-16,353,
,174,-3,7,42.56,23.25,1.75,"5,000",21.65,22.90,"5,000",272.50,"15,000",0.55,0.65,"5,000",-0.25,0.60,41.28,12,-9,163,
,122,-10,16,53.55,22.00,2.35,"5,000",20.15,20.50,"5,000",275.00,"5,000",0.70,0.80,"5,000",-0.30,0.80,40.61,203,-16,255,
,51,-,-,-,16.90,-0.20,"5,000",17.35,18.50,"5,000",277.50,"5,000",0.90,1.00,"10,000",-0.35,1.00,39.26,27,-3,73,
,254,-14,51,26.58,15.45,0.50,"5,000",15.55,15.90,"5,000",280.00,"20,000",1.15,1.20,"5,000",-0.55,1.15,36.84,683,-53,495,
,69,-,-,27.86,12.90,-0.05,"10,000",11.70,14.20,"15,000",282.50,"5,000",1.45,1.55,"5,000",-0.65,1.50,35.94,60,-20,147,
,193,-50,113,31.37,11.60,0.55,"5,000",11.30,11.65,"5,000",285.00,"5,000",1.90,2.00,"10,000",-0.75,1.95,35.09,456,14,352,
,142,-3,58,30.43,9.60,0.30,"5,000",9.35,9.70,"5,000",287.50,"5,000",2.30,2.55,"5,000",-0.80,2.55,34.50,145,7,208,
,651,-55,748,29.56,7.75,0.05,"5,000",7.75,8.00,"5,000",290.00,"5,000",3.20,3.30,"15,000",-1.00,3.25,33.63,"1,010",98,606,
,131,-53,256,30.15,6.30,0.10,"10,000",6.15,6.45,"5,000",292.50,"5,000",4.10,4.30,"10,000",-1.20,4.15,33.05,208,23,144,
,514,99,"2,076",29.76,4.90,-0.10,"30,000",4.90,5.05,"5,000",295.00,"5,000",5.30,5.45,"10,000",-1.25,5.30,32.93,963,95,283,
,205,98,568,30.61,3.90,-0.05,"10,000",3.80,4.00,"10,000",297.50,"5,000",6.65,7.05,"15,000",-8.30,6.95,34.77,107,35,39,
,867,81,"4,006",30.90,3.00,-0.10,"30,000",2.90,3.00,"40,000",300.00,"10,000",8.05,8.40,"5,000",-1.05,8.60,35.61,167,16,172,
,137,-17,325,31.03,2.25,-0.20,"10,000",2.15,2.30,"10,000",302.50,"15,000",9.45,11.35,"25,000",-,-,-,-,-,-,
,683,-335,"1,996",31.12,1.65,-0.20,"35,000",1.60,1.65,"5,000",305.00,"15,000",11.40,14.10,"10,000",-,38.05,-,-,-,2,
,40,4,64,30.86,1.15,-0.25,"15,000",1.10,1.20,"5,000",307.50,"15,000",13.40,14.60,"5,000",-,18.95,63.50,-,-,3,
,475,75,678,30.87,0.80,-0.25,"15,000",0.80,0.85,"10,000",310.00,"5,000",15.95,16.55,"10,000",-1.50,16.10,35.60,32,-8,50,
,58,13,76,31.69,0.60,-0.15,"5,000",0.55,0.65,"5,000",312.50,"5,000",17.70,20.65,"5,000",-,-,-,-,-,-,
,271,43,322,31.62,0.40,-0.15,"30,000",0.40,0.45,"1,10,000",315.00,"5,000",19.95,20.90,"5,000",-2.90,20.50,35.64,11,1,10,
,-,-,-,-,-,-,"15,000",0.15,1.20,"5,000",317.50,"5,000",22.40,25.40,"10,000",-,48.00,-,-,-,3,
,203,10,365,32.57,0.20,-0.10,"9,50,000",0.20,0.25,"2,90,000",320.00,"5,000",24.85,27.75,"10,000",-2.25,25.25,37.61,9,-9,30,
,18,-,-,-,0.30,-,"25,000",0.10,0.30,"35,000",322.50,"5,000",27.30,30.25,"5,000",-,-,-,-,-,-,
,83,1,63,33.59,0.10,-,"11,70,000",0.05,0.15,"45,000",325.00,"5,000",29.75,32.70,"5,000",-,35.00,-,-,-,1,
,89,-1,43,38.03,0.10,-,"8,00,000",0.05,0.10,"2,40,000",330.00,"5,000",34.65,37.60,"5,000",-,-,-,-,-,-,
,57,-6,9,38.63,0.05,-,-,-,0.05,"1,45,000",335.00,"5,000",39.65,42.60,"5,000",-,-,-,-,-,-,
,85,-,1,42.52,0.05,-,-,-,0.05,"1,10,000",340.00,-,-,-,-,-,-,-,-,-,-,
