CALLS,,PUTS
,OI,CHNG IN OI,VOLUME,IV,LTP,CHNG,BID QTY,BID,ASK,ASK QTY,STRIKE,BID QTY,BID,ASK,ASK QTY,CHNG,LTP,IV,VOLUME,CHNG IN OI,OI,
,237,-4,4,-,"10,631.70",125.20,300,"9,927.35","10,687.85",300,"46,000.00",330,5.10,5.60,"11,970",1.05,5.60,53.96,"5,612",356,"6,266",
,-,-,-,-,-,-,300,"9,993.65","10,957.75",300,"46,100.00",210,4.80,5.90,60,1.05,5.65,53.51,59,-17,29,
,-,-,-,-,-,-,300,"9,930.90","10,860.55",300,"46,200.00",300,4.15,8.45,60,-0.25,4.15,51.25,-,-,31,
,-,-,-,-,-,-,300,"9,836.25","10,744.75",300,"46,300.00",450,5.30,9.20,300,4.45,9.10,55.36,91,-15,136,
,7,-,-,-,"5,780.85",-,300,"9,693.25",-,-,"46,400.00",30,5.45,9.60,300,0.25,5.25,51.58,2,-2,19,
,40,-,-,-,"9,873.85",-,300,"9,875.45","10,230.35",330,"46,500.00",90,5.25,6.25,30,1.20,6.15,51.96,"3,516",312,"4,947",
,12,-,2,60.77,"10,108.10","4,565.70",300,"9,301.90","10,260.50",60,"46,600.00",60,5.65,9.75,60,1.30,6.30,51.59,51,-2,41,
,10,-1,3,100.48,"10,327.95","4,966.70",300,"9,237.40","10,373.65",300,"46,700.00",90,5.50,9.90,300,2.00,7.40,52.00,20,19,29,
,1,-,-,-,"6,529.10",-,300,"9,226.95","10,221.70",300,"46,800.00",90,5.75,10.00,300,-0.70,6.05,50.35,3,-,16,
,7,1,3,98.79,"10,128.35","5,164.90",300,"9,270.00","10,159.40",300,"46,900.00",240,5.20,9.80,300,-2.60,7.30,50.90,38,-13,8,
,223,-,-,42.68,"9,670.00",0.30,150,"9,400.00","9,699.40",300,"47,000.00",540,6.25,7.35,150,0.15,6.25,49.52,"12,306",-368,"10,196",
,22,-,-,-,"4,202.20",-,300,"8,976.75",-,-,"47,100.00",150,5.80,8.45,90,1.50,8.40,50.68,235,-36,675,
,-,-,-,-,-,-,300,"9,002.65","9,829.05",300,"47,200.00",330,6.05,9.95,600,4.55,9.70,51.02,17,-3,46,
,-,-,-,-,-,-,300,"8,897.70","9,725.80",300,"47,300.00",210,6.10,29.25,60,-1.25,8.00,49.36,19,-1,12,
,-,-,-,-,-,-,300,"8,804.05","9,599.40",300,"47,400.00",90,6.70,12.95,60,-,13.75,-,-,-,26,
,21,-1,1,98.74,"9,600.00",700.00,300,"8,289.30","9,341.05",870,"47,500.00",450,8.40,8.85,150,1.20,8.40,48.61,"7,528",-369,"2,240",
,-,-,-,-,-,-,300,"8,631.25","9,387.30",300,"47,600.00",30,6.65,9.80,120,0.70,7.30,47.32,10,-,33,
,-,-,-,-,-,-,300,"8,538.85","9,290.55",300,"47,700.00",330,6.40,19.00,60,-4.55,6.40,46.12,18,-,30,
,26,-,-,-,"3,627.35",-,300,"8,375.20",-,-,"47,800.00","1,800",6.55,22.35,150,0.50,8.50,47.13,113,-32,143,
,20,-,-,-,"3,551.10",-,300,"7,957.10",-,-,"47,900.00","2,370",7.10,28.50,30,-,8.50,46.62,16,-5,69,
,919,-27,35,-,"8,549.25",-130.75,30,"8,450.00","8,573.95",60,"48,000.00",240,8.85,9.45,660,0.45,8.85,46.32,"19,690","-2,081","12,103",
,29,-,-,-,"3,802.50",-,300,"8,154.00",-,-,"48,100.00","2,400",7.75,23.90,300,0.65,9.35,46.11,252,77,198,
,26,-,-,-,"4,557.50",-,300,"7,982.60",-,-,"48,200.00","2,400",7.15,12.65,30,-0.75,8.50,45.08,29,-15,121,
,34,-,-,-,"4,650.00",-,"1,170","7,855.55",-,-,"48,300.00","2,400",7.35,16.00,90,3.90,13.50,47.20,214,-1,186,
,1,-,-,-,"6,288.90",-,300,"7,718.55","8,584.05",300,"48,400.00",90,8.40,14.00,30,-0.95,8.30,43.93,88,-24,195,
,79,-,-,-,"7,880.00",-,300,"7,670.55","8,150.80",30,"48,500.00",510,10.20,11.30,330,0.60,10.20,44.52,"15,212",758,"5,279",
,32,-,-,-,"2,979.10",-,600,"7,544.25","10,472.90",600,"48,600.00","1,800",8.65,12.60,30,1.70,11.30,44.56,78,-,200,
,57,-,-,-,"7,186.65",-,300,"7,500.65","8,261.00",300,"48,700.00","1,800",9.15,29.95,30,-0.65,9.30,42.99,135,6,428,
,32,-,-,-,"3,517.65",-,300,"7,378.90","10,469.10",300,"48,800.00",600,10.00,12.80,90,-0.30,9.85,42.77,83,-3,366,
,27,-,-,-,"6,900.00",-,330,"7,340.40","8,090.20",300,"48,900.00","1,200",10.25,17.60,870,5.70,16.60,45.22,255,11,553,
,599,-4,16,45.07,"7,707.30",57.30,30,"7,450.00","7,568.90",60,"49,000.00",180,12.50,13.75,420,1.15,12.30,42.93,"31,620","1,391","11,907",
,38,-,-,-,"6,700.10",-,300,"7,201.25","7,846.30",300,"49,100.00",600,12.20,18.80,870,0.75,12.55,42.51,169,13,482,
,79,-,-,-,"6,489.00",-,300,"6,763.70","7,733.20",300,"49,200.00",450,12.50,14.05,60,1.05,12.50,41.96,252,-17,"1,111",
,184,-,-,-,"2,966.50",-,300,"6,752.50","10,038.15",300,"49,300.00","1,800",11.05,32.25,870,0.90,13.55,41.88,292,-5,351,
,105,-,-,-,"6,267.50",-,300,"6,647.15","7,530.15",300,"49,400.00",60,13.70,15.90,30,3.35,15.90,42.25,463,44,336,
,573,-,1,38.87,"7,200.00",230.00,30,"6,912.65","7,068.85",60,"49,500.00",600,14.25,16.15,30,2.00,15.15,41.44,"24,183","2,548","8,231",
,148,-,-,-,"6,260.35",-,300,"6,639.55","7,340.95",300,"49,600.00","3,000",11.65,17.50,30,1.90,16.35,41.33,143,-41,299,
,151,-,-,-,"6,900.00",-,300,"6,465.15","7,218.30",300,"49,700.00",210,13.20,23.95,30,1.45,15.55,40.51,197,60,336,
,213,-,8,55.80,"7,000.00","2,000.00",300,"6,520.05","6,949.25",300,"49,800.00",150,11.40,27.10,870,-3.95,11.40,38.34,755,234,"1,095",
,280,-,-,-,"6,697.20",-,300,"6,228.10","7,013.00",300,"49,900.00",30,18.20,22.45,30,1.40,17.35,40.04,281,-49,441,
,"4,509",-346,572,-,"6,541.95",-99.50,300,"6,398.90","6,572.00",60,"50,000.00",240,18.90,19.30,900,2.85,18.90,39.98,"59,766","1,208","22,512",
,"1,011",-1,2,47.38,"6,650.00",200.00,300,"6,249.10","6,538.50",300,"50,100.00",30,19.90,20.25,150,3.35,20.10,39.79,897,25,"1,798",
,"1,937",-,2,56.64,"6,637.50",557.50,300,"5,960.50","6,428.00",30,"50,200.00",60,15.20,21.10,150,1.05,18.10,38.64,652,8,"1,980",
,833,-,1,-,"6,383.95",93.30,300,"6,092.50","6,275.55",60,"50,300.00",120,19.75,23.40,210,1.10,18.85,38.32,996,-191,"1,613",
,918,-1,1,51.52,"6,400.00",396.50,300,"6,015.80","6,174.95",60,"50,400.00","2,400",15.75,23.90,150,4.00,23.35,39.00,420,20,"1,266",
,"2,972",-7,23,-,"6,052.05",-99.80,90,"6,022.05","6,073.35",60,"50,500.00",30,21.60,24.50,330,3.80,23.10,38.38,"20,876",826,"7,063",
,665,-,11,69.78,"6,469.60",838.95,300,"5,516.15","6,030.50",60,"50,600.00",150,19.35,26.85,210,-2.25,19.30,36.80,489,-12,612,
,555,-,-,-,"5,899.55",-,60,"5,746.85","5,961.45",60,"50,700.00",210,20.10,26.25,240,4.30,25.75,37.89,858,-21,857,
,683,-,1,-,"5,880.00",-,60,"5,661.35","5,852.60",60,"50,800.00",30,25.20,27.75,180,-2.05,20.20,35.95,587,55,702,
,658,-,3,50.09,"5,922.20",397.20,300,"5,479.85","5,748.50",60,"50,900.00",240,25.50,29.25,210,0.70,28.20,37.29,697,-29,983,
,"5,209",-200,296,-,"5,546.00",-105.40,30,"5,516.45","5,576.70",60,"51,000.00",150,26.05,30.25,720,2.00,26.00,36.24,"43,345","1,025","17,924",
,398,-2,6,60.56,"5,886.40",436.40,300,"5,314.20","5,557.30",300,"51,100.00",150,29.20,31.95,30,2.65,28.60,36.23,646,-6,691,
,"1,354",-5,6,-,"5,299.90",-75.10,300,"5,210.45","5,458.40",300,"51,200.00",210,29.30,33.50,30,4.10,31.80,36.29,954,-79,"1,749",
,702,1,5,33.94,"5,418.00",-,30,"5,175.10","5,348.20",300,"51,300.00",30,30.65,34.70,210,2.15,30.65,35.48,676,-132,903,
,592,-4,4,38.80,"5,350.00",477.15,300,"5,050.60","5,247.65",300,"51,400.00",210,34.75,37.25,150,6.60,36.50,35.97,"1,311",63,"1,473",
,"4,378",-20,29,-,"5,159.60",0.35,60,"4,972.05","5,131.05",90,"51,500.00",60,36.10,38.95,30,7.95,38.95,35.78,"47,129","3,237","12,223",
,715,-2,7,-,"4,900.00",-225.85,60,"4,902.10","4,967.80",90,"51,600.00",210,37.95,42.00,90,9.10,41.55,35.60,"2,265",-207,"1,356",
,723,-2,3,-,"4,980.00",-81.80,30,"4,800.00","4,933.00",60,"51,700.00",210,39.20,43.00,150,7.60,41.50,34.98,"3,016",98,"1,647",
,666,-4,6,56.51,"5,217.40",311.40,300,"4,624.05","4,814.95",60,"51,800.00",210,41.30,45.60,210,6.35,44.60,34.84,"3,498",184,"1,395",
,403,-4,8,-,"4,543.35",-275.05,30,"4,614.30","4,748.05",30,"51,900.00",120,45.05,47.40,150,8.90,47.45,34.63,"1,303",12,917,
,"9,522",-322,446,-,"4,582.00",-108.85,60,"4,532.20","4,581.40",60,"52,000.00",30,47.25,49.00,120,7.80,48.95,34.22,"63,862","1,807","26,242",
,530,-15,16,-,"4,550.10",-24.90,60,"4,326.65","4,514.10",30,"52,100.00",180,50.20,53.40,210,7.25,50.30,33.78,"1,559",-181,"1,425",
,467,-2,16,22.20,"4,500.00",-50.40,60,"4,227.50","4,462.80",60,"52,200.00",150,53.40,55.90,30,7.15,53.40,33.55,"1,445",-176,916,
,790,-11,26,-,"4,364.20",-90.15,300,"4,128.30","4,368.95",60,"52,300.00",180,56.55,60.00,60,9.90,56.55,33.31,"1,266",-7,"1,970",
,604,-6,12,-,"4,220.00",-109.05,30,"4,101.80","4,239.05",60,"52,400.00",210,60.25,61.95,30,11.30,63.50,33.47,"2,213",710,"1,908",
,"4,291",-189,295,-,"4,090.00",-105.10,60,"4,036.95","4,094.85",90,"52,500.00",150,64.40,66.45,60,9.55,64.40,32.92,"47,504","5,520","16,476",
,780,-4,8,-,"4,020.00",-105.00,30,"3,975.00","4,130.40",90,"52,600.00",150,68.90,72.30,210,11.10,68.90,32.75,"2,285",122,"2,021",
,"1,836",-2,28,-,"3,840.55",-185.45,30,"3,876.40","3,984.10",60,"52,700.00",210,73.65,76.50,210,11.60,74.70,32.67,"3,513",-390,"3,063",
,653,-15,25,-,"3,880.00",352.90,60,"3,699.30","3,844.55",60,"52,800.00",210,78.60,81.70,210,14.95,80.00,32.51,"2,629",-61,"1,215",
,721,-5,27,-,"3,796.15",-41.70,120,"3,688.25","3,732.95",60,"52,900.00",210,83.65,86.65,300,18.65,88.85,32.63,"2,711",126,"1,075",
,"10,467",-557,"1,038",-,"3,597.65",-120.95,60,"3,597.75","3,643.20",60,"53,000.00",30,92.00,92.55,210,17.95,92.75,32.27,"68,910","4,247","24,552",
,539,-2,8,-,"3,500.00",-186.00,60,"3,460.75","3,568.55",120,"53,100.00",60,96.00,98.50,150,15.30,96.00,31.85,"3,343",-47,889,
,459,-2,5,-,"3,470.00",-69.40,30,"3,395.90","3,456.60",120,"53,200.00",210,101.85,104.85,120,18.65,104.85,31.85,"3,639",-197,913,
,494,-5,7,47.50,"3,800.00",302.30,120,"3,292.55","3,367.65",120,"53,300.00",90,108.85,111.80,180,20.75,111.80,31.67,"4,268",-106,991,
,372,-1,8,14.23,"3,300.00",-21.35,120,"3,185.20","3,282.40",120,"53,400.00",210,116.55,119.00,150,22.05,119.00,31.46,"6,132",-147,"1,995",
,"2,099","-1,952","2,839",-,"3,164.30",-89.70,30,"3,129.80","3,169.70",60,"53,500.00",210,123.95,124.90,30,20.65,124.90,31.15,"52,350",135,"11,146",
,309,-7,20,-,"3,070.00",-114.55,30,"3,038.75","3,082.60",120,"53,600.00",210,131.80,134.55,210,23.60,134.10,31.02,"5,111",-276,"1,077",
,498,-7,13,-,"2,968.85",-89.10,120,"2,947.75","2,985.30",120,"53,700.00",360,141.10,144.00,60,22.15,141.15,30.72,"6,906",-383,"1,093",
,457,-10,16,-,"2,850.00",-144.30,120,"2,852.70","2,898.80",120,"53,800.00",60,149.50,152.30,210,25.50,152.25,30.65,"7,696",-244,"1,041",
,442,-7,19,16.47,"2,809.50",-90.50,30,"2,757.20","2,818.75",120,"53,900.00",90,160.30,162.65,60,24.15,160.30,30.35,"8,327",366,"1,387",
,"11,959",-333,"1,116",-,"2,688.95",-107.90,30,"2,685.50","2,714.40",60,"54,000.00",60,170.70,173.50,360,26.00,173.00,30.29,"74,362",803,"27,562",
,458,-4,24,-,"2,600.00",-70.00,150,"2,575.30","2,628.20",150,"54,100.00",360,181.50,183.00,60,25.05,181.40,29.95,"4,673",-77,"1,152",
,510,-2,12,24.94,"2,610.00",-13.65,150,"2,486.20","2,543.55",150,"54,200.00",210,192.65,195.95,210,28.15,195.00,29.86,"3,822",-76,"1,220",
,629,-13,40,19.25,"2,445.25",-140.95,150,"2,409.35","2,456.00",150,"54,300.00",180,205.55,208.60,60,26.70,206.00,29.59,"4,572",181,"1,541",
,676,-13,23,19.74,"2,358.15",-34.30,150,"2,320.40","2,368.50",150,"54,400.00",30,219.70,222.45,30,32.00,222.45,29.56,"5,138",229,"2,162",
,"6,059",-402,761,18.42,"2,250.75",-105.05,120,"2,251.90","2,267.65",120,"54,500.00",150,233.15,234.00,450,28.90,233.95,29.25,"37,849",85,"11,960",
,993,-33,65,17.35,"2,146.30",-112.20,120,"2,167.35","2,184.00",120,"54,600.00",150,248.85,251.20,240,32.75,251.30,29.17,"4,775",-409,"2,143",
,912,-10,59,19.63,"2,085.60",-92.45,120,"2,081.20","2,100.10",120,"54,700.00",30,267.00,267.50,120,34.55,267.00,28.98,"6,268",88,"2,766",
,896,-54,81,20.05,"2,004.40",-86.00,240,"1,997.50","2,019.30",120,"54,800.00",120,281.35,283.80,60,32.60,281.20,28.68,"9,256",-304,"2,355",
,917,-42,66,20.43,"1,925.10",-95.75,120,"1,919.05","1,935.35",120,"54,900.00",360,295.90,301.95,120,36.75,302.15,28.63,"6,184",25,"1,969",
,"16,048",-961,"4,543",20.35,"1,838.85",-99.05,330,"1,838.85","1,848.25",120,"55,000.00",90,320.25,320.80,120,36.30,320.80,28.44,"88,381","1,682","28,176",
,735,-50,120,21.17,"1,773.10",-88.75,120,"1,755.70","1,776.35",240,"55,100.00",120,337.00,340.50,30,32.85,336.65,28.10,"9,275",212,"1,753",
,819,-46,144,20.42,"1,675.65",-104.30,120,"1,678.50","1,697.10",240,"55,200.00",120,360.00,362.90,120,37.30,361.00,28.05,"8,411",175,"2,443",
,779,-10,174,23.62,"1,674.00",-22.05,240,"1,596.25","1,620.40",240,"55,300.00",180,383.35,385.00,210,37.65,385.00,27.93,"8,541",105,"2,001",
,918,-76,144,21.25,"1,537.95",-76.75,120,"1,525.80","1,543.10",240,"55,400.00",150,406.55,409.80,120,36.85,406.35,27.67,"7,830",-423,"2,454",
,"5,516","-1,051","4,356",21.55,"1,470.45",-79.35,120,"1,461.30","1,468.25",120,"55,500.00",60,435.00,436.00,30,40.35,436.00,27.67,"52,470",-396,"13,841",
,"2,142",-875,"1,557",21.08,"1,384.10",-98.15,120,"1,381.15","1,393.60",120,"55,600.00",30,458.90,462.45,120,37.40,458.90,27.38,"10,881","-1,036","2,698",
,"2,441",-140,573,20.57,"1,297.90",-113.00,120,"1,311.65","1,321.90",120,"55,700.00",120,485.65,489.00,150,40.90,485.40,27.17,"13,857",3,"5,350",
,"1,519",-92,504,21.07,"1,241.80",-85.65,240,"1,236.35","1,253.50",240,"55,800.00",120,516.75,521.30,120,47.95,525.25,27.35,"13,592",-386,"2,738",
,"1,611",-269,901,21.14,"1,175.95",-87.20,240,"1,168.15","1,186.75",240,"55,900.00",120,549.80,552.30,30,46.20,552.30,27.06,"11,668",-417,"2,274",
,"12,626","-4,047","29,931",21.20,"1,112.00",-81.65,30,"1,111.75","1,114.95",30,"56,000.00",30,585.10,586.35,30,47.20,586.30,26.95,"99,063","-2,038","19,017",
,"1,601",-617,"3,024",21.15,"1,046.50",-82.00,30,"1,046.50","1,051.80",120,"56,100.00",30,619.90,622.50,330,50.70,622.50,26.86,"13,509",-885,"2,341",
,"1,625","-1,290","8,634",21.04,981.65,-82.00,60,981.65,985.95,30,"56,200.00",120,657.05,661.00,120,51.90,659.00,26.72,"20,703",-835,"2,531",
,"1,845","-1,932","10,351",21.22,927.95,-69.55,120,920.65,927.10,120,"56,300.00",30,696.55,698.00,30,48.25,695.25,26.53,"26,381","-1,385","3,280",
,"2,242","-1,649","15,447",21.09,866.40,-75.10,120,861.30,864.95,30,"56,400.00",120,735.90,738.95,90,49.05,734.40,26.37,"27,088",-455,"4,319",
,"18,443","-3,170","81,480",20.99,808.10,-78.40,90,808.10,813.85,120,"56,500.00",330,780.85,783.90,30,54.05,780.85,26.38,"1,00,755",581,"17,978",
,"4,731",-330,"49,133",21.04,757.00,-72.60,30,755.00,756.85,30,"56,600.00",90,826.30,832.15,240,62.75,832.35,26.49,"62,284",-241,"4,324",
,"4,234",468,"67,669",21.04,706.35,-66.15,60,704.00,706.15,120,"56,700.00",210,872.85,879.85,120,62.15,876.70,26.33,"60,457",840,"3,749",
,"5,530","1,058","67,863",20.80,650.00,-70.45,180,651.40,655.00,210,"56,800.00",180,922.40,927.00,90,58.25,920.45,26.10,"54,769","1,980","4,024",
,"3,158","1,022","58,015",20.94,608.65,-60.40,120,605.10,608.65,330,"56,900.00",120,974.80,984.45,240,70.55,980.25,26.30,"43,030","1,112","2,051",
,"25,983","3,537","1,89,470",20.90,563.55,-56.15,60,562.00,563.55,360,"57,000.00",180,"1,029.40","1,033.00",990,68.75,"1,029.45",26.12,"1,07,021","7,083","19,749",
,"3,118",-221,"34,183",20.74,516.60,-57.25,120,517.10,520.55,120,"57,100.00",120,"1,090.25","1,098.20",120,80.45,"1,091.00",26.27,"14,027",192,807,
,"3,216",180,"30,935",20.85,480.85,-48.75,30,478.60,480.85,90,"57,200.00",120,"1,145.70","1,154.45",90,89.10,"1,154.45",26.42,"7,818",261,878,
,"2,828",505,"31,857",20.89,445.10,-42.00,240,437.20,442.50,120,"57,300.00",120,"1,211.20","1,222.70",120,77.85,"1,200.00",25.96,"4,423",628,"2,168",
,"2,682",-41,"20,666",20.73,405.05,-41.80,120,402.15,405.20,180,"57,400.00",120,"1,269.35","1,290.45",420,77.25,"1,266.05",26.08,"1,632",195,344,
,"13,467","2,135","87,709",20.55,366.50,-43.70,180,366.50,370.65,30,"57,500.00",120,"1,336.25","1,344.20",120,84.00,"1,338.00",26.34,"12,145",372,"4,722",
,"2,848",-389,"17,568",20.67,339.20,-38.25,120,337.25,340.70,120,"57,600.00",120,"1,408.05","1,424.05",60,87.65,"1,400.10",26.24,"1,270",205,337,
,"2,285",143,"21,548",20.65,309.90,-33.35,120,307.55,309.65,120,"57,700.00",120,"1,471.45","1,486.45",120,115.60,"1,494.60",27.14,227,15,112,
,"3,478","1,138","20,454",20.58,280.85,-30.75,240,278.50,281.85,240,"57,800.00",240,"1,540.80","1,558.15",120,91.30,"1,546.25",26.59,178,80,157,
,"1,727",239,"15,226",20.52,254.30,-30.05,60,254.30,257.40,210,"57,900.00",120,"1,618.70","1,645.00",240,12.80,"1,537.05",23.85,123,-13,72,
,"21,695","-5,506","1,23,206",20.66,234.60,-22.60,120,233.00,234.70,120,"58,000.00",120,"1,701.75","1,709.90",120,99.65,"1,700.65",27.04,"6,455","-1,128","6,775",
,"1,396",-642,"15,903",20.64,212.45,-20.45,120,210.60,212.75,120,"58,100.00",240,"1,771.15","1,789.05",120,103.55,"1,787.55",27.55,19,-3,69,
,"2,046",8,"18,235",20.63,192.00,-19.75,120,191.25,193.20,120,"58,200.00",120,"1,853.25","1,869.95",120,-137.50,"1,862.50",27.60,22,-9,79,
,"1,724",-63,"17,150",20.68,174.80,-14.75,120,173.40,174.70,240,"58,300.00",240,"1,933.40","1,961.30",240,74.45,"1,874.85",25.22,99,19,105,
,"2,497",181,"13,671",20.75,159.10,-12.05,30,158.00,158.30,150,"58,400.00",600,"1,987.95","2,052.75",360,-,"2,448.20",-,-,-,79,
,"11,664","2,111","62,936",20.66,141.50,-13.95,240,141.60,143.35,240,"58,500.00",120,"2,106.40","2,124.65",120,116.80,"2,114.00",28.49,538,-113,999,
,"2,794",235,"9,859",20.92,132.15,-6.55,30,128.60,131.25,30,"58,600.00",120,"2,176.55","2,216.70",120,-,"2,048.85",21.60,-,-,61,
,"2,756",-68,"13,630",20.84,117.25,-7.40,210,115.90,119.05,30,"58,700.00",120,"2,257.55","2,308.75",120,-624.85,"1,834.05",-,5,-1,36,
,"3,512",727,"14,678",20.91,106.10,-5.35,210,105.50,108.40,30,"58,800.00",120,"2,357.00","2,395.70",120,89.50,"2,323.30",27.27,12,-,319,
,"2,337",490,"8,686",20.96,95.80,-5.30,30,95.15,96.85,30,"58,900.00",120,"2,442.70","2,492.90",120,-206.75,"2,140.00",-,27,3,79,
,"28,943","2,405","91,096",21.00,86.00,-5.20,690,85.00,86.05,150,"59,000.00",30,"2,549.20","2,567.35",30,110.15,"2,551.90",30.11,"1,361",-151,"7,688",
,"2,480",824,"8,911",21.16,79.00,-2.90,210,77.60,80.20,60,"59,100.00",120,"2,609.75","2,673.65",120,-110.55,"2,407.25",15.52,2,-,14,
,"3,290",455,"11,250",21.34,72.75,-1.40,60,70.10,72.70,60,"59,200.00",120,"2,718.25","2,761.70",120,-89.80,"2,528.25",18.58,7,-5,21,
,"1,360",-155,"7,159",21.26,63.80,-3.20,90,63.80,65.95,240,"59,300.00",120,"2,780.35","2,868.50",120,112.65,"2,780.00",29.06,6,1,50,
,"1,293",-21,"7,801",21.46,59.00,-0.25,210,57.25,60.55,210,"59,400.00",60,"2,839.90","3,041.40",300,-,"2,770.00",22.13,-,-,33,
,"12,879",891,"54,322",21.36,51.25,-3.55,60,51.25,53.00,60,"59,500.00",240,"3,030.00","3,037.00",30,168.05,"3,053.65",34.09,145,3,"1,334",
,"1,783",311,"8,058",21.86,50.45,1.20,210,47.15,49.80,210,"59,600.00",60,"2,945.10","3,198.65",300,-383.55,"2,568.00",-,3,-,146,
,"1,543",245,"4,053",21.71,43.35,-1.60,30,42.95,45.60,300,"59,700.00",60,"3,021.45","3,286.70",30,-,"3,122.50",-,-,-,44,
,"1,581",240,"4,331",22.15,42.25,1.25,210,38.20,40.15,60,"59,800.00",30,"3,216.90","3,406.10",300,-449.75,"3,245.00",30.72,3,2,80,
,"2,228",424,"5,540",21.99,36.05,-1.45,30,35.60,36.70,150,"59,900.00",300,"3,330.65","3,499.40",300,-,"3,543.40",40.59,-,-,51,
,"45,715","-3,614","1,13,818",22.03,32.15,-3.10,30,32.20,33.00,60,"60,000.00",60,"3,468.00","3,510.00",810,144.30,"3,502.85",35.28,"1,333",-592,"10,493",
,"2,301",628,"3,885",22.20,29.55,-1.90,30,29.55,32.40,210,"60,100.00",300,"3,444.25","3,621.25",30,-79.00,"3,642.50",38.01,2,-,12,
,"1,640",37,"4,098",22.22,26.20,-2.75,210,26.10,28.00,930,"60,200.00",300,"3,603.75","3,775.50",300,-399.85,"3,246.00",-,4,-1,80,
,732,-4,"2,002",22.37,24.00,-1.65,30,24.00,26.85,210,"60,300.00",300,"3,519.55","3,912.25",300,-,"3,853.00",-,-,-,20,
,675,126,"1,808",22.43,21.45,-2.60,60,21.25,24.10,30,"60,400.00",300,"3,592.95","3,942.25",30,-313.15,"4,037.85",44.75,1,-,44,
,"6,048","1,131","28,887",22.67,20.10,-1.95,120,20.05,21.00,120,"60,500.00",30,"3,971.80","4,079.65",60,88.75,"3,894.85",32.04,37,-3,557,
,575,-114,"1,148",23.11,19.90,-0.10,90,16.00,21.55,120,"60,600.00",300,"3,700.50","4,244.65",300,-,"4,325.00",-,-,-,54,
,433,-69,"1,090",23.15,17.70,-1.55,210,15.05,18.55,240,"60,700.00",300,"3,585.25","4,295.60",300,-,"4,900.00",-,-,-,42,
,282,-93,"1,068",23.21,15.85,-1.45,60,13.75,17.95,60,"60,800.00",870,"3,908.10","4,411.90",300,"-1,818.40","3,704.20",-,5,-3,30,
,473,-35,"1,333",23.28,14.20,-2.10,30,13.40,15.95,30,"60,900.00",720,"3,908.70","4,514.30",300,"-6,360.20","3,840.00",-,1,-,14,
,"28,912","3,407","61,024",23.39,12.85,-2.05,30,13.00,13.55,270,"61,000.00",30,"4,464.90","4,553.75",300,95.15,"4,481.40",40.91,172,-59,"5,049",
,573,-84,529,23.71,12.40,-2.40,300,10.65,16.05,60,"61,100.00","1,170","4,110.85","4,695.55",300,-,"5,020.50",-,-,-,46,
,547,-55,638,23.92,11.60,-1.50,600,9.00,12.50,360,"61,200.00",300,"4,191.30","4,848.50","1,170",-,"5,126.45",-,-,-,48,
,"1,039",52,444,24.22,11.15,-1.05,150,9.60,12.75,30,"61,300.00",300,"4,299.70","4,894.90",360,-,"4,792.00",-,-,-,50,
,327,-82,663,24.12,9.50,-1.45,90,9.05,14.00,30,"61,400.00",300,"4,378.70","4,979.75",330,-,"5,891.95",-,-,-,20,
,"8,545",133,"19,772",24.59,9.65,-0.25,30,8.70,9.60,150,"61,500.00",60,"4,879.95","5,008.60",60,-141.55,"4,965.00",43.12,163,-25,"1,299",
